Timestamp,FUN_Q1,FUN_Q2,FUN_Q3,FUN_Q4,FUN_Q5,SAD_Q1,SAD_Q2,SAD_Q3,SAD_Q4,SAD_Q5,English,Gender,Race,Age,Degree,Reading,Glasses,SpritzAns,Comments,t1,t2,t3,t4,t5,t6,t7,t8,t9,FirstType,FirstEssay,Code
12/2/2014 0:45:38,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,40,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,23,Associate or technical degree,"Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,It seemed like it was moving too fast to catch up with at times.,5349,276536,29811,133084,44145,3312,155347,66297,44987,Spritz,Sad,d71m5m
12/2/2014 0:46:19,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,Hispanic or Latino,20,High school diploma,Text messages and social media,Yes,I have never used a reading technology like this before.,Its a little too fast,2996,1205,36214,131701,7145,25305,76990,28920,31687,Normal,Sad,0v242e
12/2/2014 0:46:42,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Maine elementary schools,240,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,31,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,none,5425,3429,109603,194878,7581,23265,98810,134234,49317,Normal,Fun,l9tjag
12/2/2014 0:46:46,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,32,Bachelor’s degree,"Books or e-books, Text messages and social media",No,I have never used a reading technology like this before.,"It's easy to read, but hard to keep up with.",9852,19884,29212,83361,64513,12792,123585,58585,103580,Spritz,Fun,nf3uew
12/2/2014 0:46:47,20 minutes,An active break where students act out activities.,Dr. Spock,Less off-task behavior,Ontario primary schools,40,7,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,44,"Some college, no degree","Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"I had a terrible time with the Spritz enhanced article. The speed was way too fast and my eyes kept crossing. I could not follow the article at all. I think it's a cool concept and I could personally really use reading assistive technology, but this format just really, really didn't work for me.",36910,6426,103298,73286,11967,25453,84515,37997,186570,Normal,Sad,scszoh
12/2/2014 0:46:52,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,43,Bachelor’s degree,"Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have tried using a reading technology like this before once or twice before.,a downside is you can't go back and look at the words if you didn't understand something. a benefit is that it forces you to focus.,4994,5586,77855,41758,11524,27731,102407,46640,111378,Normal,Fun,xldjkp
12/2/2014 0:47:00,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Ghent,Yes,Female,White,30,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"I wasn't able to go back over what I had read, and it didn't sound fluid in my head as the words came up.  It sounded like bullets pounding at me one at a time.  I prefer reading in the usual sense, where my mind speaks out sentences.",4639,10760,23320,77861,25707,5116,63713,31252,73407,Spritz,Fun,n7575r
12/2/2014 0:47:25,4,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Maine elementary schools,40,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,52,"Some college, no degree","Magazine articles or blogs, Text messages and social media",Yes,I have tried using a reading technology like this before once or twice before.,"I think the words moved a little too quickly for me to read, but it did make me feel like I really had to pay attention to what I was reading or risk missing a few words.",9784,41763,26337,107728,61214,7703,145788,56213,100825,Spritz,Sad,a2ho1b
12/2/2014 0:47:48,20 minutes,A Fitness Under Nine minutes interval.,Bayard Marius,Less off-task behavior,Ontario primary schools,40,27,Guilt longer than Shame,Happiness is fleeting.,University of Ghent,No,Male,Asian / Pacific Islander,25,Bachelor’s degree,"Books or e-books, Science and technology journals",No,I have never used a reading technology like this before.,,71899,19644,11052,92086,38222,3962,83065,60859,21625,Spritz,Fun,4xa2vh
12/2/2014 0:48:10,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,5,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Ghent,Yes,Female,White,40,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Professional documents like emails or reports",No,I have never used a reading technology like this before.,I didn't like it.  I felt like I couldn't properly read the article.,7650,9088,59106,31935,14899,10956,109034,48544,65156,Normal,Fun,4onm2e
12/2/2014 0:48:30,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Male,Hispanic or Latino,26,Bachelor’s degree,Books or e-books,No,I have never used a reading technology like this before.,It moved too fast. ,90489,29326,134510,61929,16031,22937,79134,34157,35201,Normal,Sad,a5ek4q
12/2/2014 0:48:37,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,61,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"You really had to concentrate, because you couldn't look back over the material to reinforce your knowledge.",6049,5934,93786,87532,16303,26280,81728,41512,123314,Normal,Sad,9w8a8b
12/2/2014 0:49:16,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,37,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,23,Bachelor’s degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,It was too fast. I did not really find any benefit.,5714,19453,169057,32262,9765,34918,100055,63060,69273,Normal,Fun,9epzbl
12/2/2014 0:49:35,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Quebec primary schools,100,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,58,"Some college, no degree","Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,I found it very distracting. ,10468,23645,30966,82784,55233,12052,171673,84804,60030,Spritz,Fun,blzlxb
12/2/2014 0:49:53,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,42,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,"I consider myself to be a fast reader, but it was almost too fast for me. However, if it was just a little slower I think it might be more effective. ",7829,7679,100960,44717,18146,23632,79033,38402,116842,Normal,Sad,9pnmuf
12/2/2014 0:50:06,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,26,Bachelor’s degree,"Books or e-books, Science and technology journals, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,its speed was a little too fast,3514,6322,78165,127430,14873,24394,75854,31898,48855,Normal,Sad,metwr3
12/2/2014 0:50:19,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,7,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,20,High school diploma,"Science and technology journals, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,I felt like I had a very hard time keeping up with the text. ,12648,12970,352532,147897,19292,31521,74848,95809,64273,Normal,Sad,etg1et
12/2/2014 0:50:51,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,49,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,,11798,10329,150193,232260,24509,14048,17285,218209,44056,Normal,Fun,lwm13v
12/2/2014 0:51:31,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,32,Associate or technical degree,Books or e-books,Yes,I have never used a reading technology like this before.,"I like that it focuses your attention, but if you look up for even a second you lose the importance of what is being said",5206,19789,24585,76645,28903,5094,61638,28362,54589,Spritz,Fun,b8hx4x
12/2/2014 0:52:58,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Amsterdam,Yes,Female,Hispanic or Latino,33,Graduate degree / PhD or Professional Degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,It is so fast and you cannot glance away for even a second. ,7209,4367,113005,75324,8178,24511,76103,29996,58928,Normal,Sad,3tcsod
12/2/2014 0:53:01,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Boston middle schools,240,27,Surprise longer than Sadness,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,Asian / Pacific Islander,27,Graduate degree / PhD or Professional Degree,"Books or e-books, Science and technology journals, Text messages and social media",No,I have never used a reading technology like this before.,"slides too fast, needs practice to catch up.",4463,7655,1518362,41898,23173,25840,76010,54036,66827,Normal,Sad,b7lu7y
12/2/2014 0:53:26,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Marburg,Yes,Male,Native American or American Indian,41,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,"I felt that it kept my attention while I was reading because I knew that if I lost concentration at all that I would miss something. So I had to keep reading and focusing on the words and sentences. I think the speed was good too, because if it was slower, it would be easier to lose focus. Downsides are that if you lose focus for even a second or two, which is easy to do, you will miss information. If you're reading conventional text, if you lose focus you can go back and reread what you might have missed. Something else is that it hurt my eyes. I don't know if it's the speed of the letters flashing or the blue highlighted letter, but it took me a little bit to recover. ",9391,30171,38497,84626,36980,10140,111729,51720,324163,Spritz,Fun,3titgs
12/2/2014 0:53:27,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,Black or African American,30,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,I started to feel like I was falling into a trance as the words scrolled by.,23871,3889,56896,66693,9893,5515,79455,25883,43390,Normal,Sad,leyah2
12/2/2014 0:53:36,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Ghent,No,Female,Asian / Pacific Islander,29,Bachelor’s degree,Books or e-books,No,I have never used a reading technology like this before.,,65692,19072,161887,149212,5579,7312,79781,47972,29942,Normal,Sad,clo84x
12/2/2014 0:53:40,4,A Fifteen Up Now interval.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Male,Asian / Pacific Islander,25,Bachelor’s degree,"Science and technology journals, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,,8228,4503,24067,25655,9893,28602,76452,21713,21356,Normal,Sad,1wwzot
12/2/2014 0:53:57,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,32,"Some college, no degree","Science and technology journals, Text messages and social media",No,I have used a reading technology like this multiple times to read articles online.,Any distraction would cause someone to miss something in using the reading technology.  Fortunately I was not distracted.,203775,6109,137674,195435,47641,28115,101116,27455,75115,Normal,Sad,48qm6h
12/2/2014 0:54:18,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,59,"Some college, no degree","Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"I had never tried or heard about something like this, I do not speed read and although fast I didn't have much trouble comprehending the text. I would have slowed it down a little given the option. thanks for the exposure.",28238,9918,194987,68466,25194,55365,151980,70378,173980,Normal,Fun,qapb6z
12/2/2014 0:55:01,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Surprise longer than Sadness,You need more time to mull over and cope with what happened to fully comprehend it.,University of Ghent,Yes,Male,Asian / Pacific Islander,40,Bachelor’s degree,"Books or e-books, Science and technology journals, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,It is very difficult to read in this way.,66856,27351,38364,105147,68921,15657,105529,198860,86742,Spritz,Sad,3wiwh2
12/2/2014 0:55:09,4,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Black or African American,27,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,The words may move too fast for you to keep up and retain the information.,166152,71830,29449,80001,46716,46504,158046,101522,89012,Spritz,Fun,ebfa8a
12/2/2014 0:55:21,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,100,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,27,High school diploma,"Books or e-books, Science and technology journals, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,sometimes it would go by too fast and I couldn't read what it said and I couldn't comprehend the information as well.,21864,7433,17495,113881,27960,4312,48589,31139,45331,Spritz,Sad,jrqt3z
12/2/2014 0:55:51,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,65,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,"Spritz seems pretty effective, but requires complete attention.",34915,14460,33044,108000,44968,7283,46776,43625,103067,Spritz,Fun,8ed4bq
12/2/2014 0:56:16,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,28,Bachelor’s degree,"Books or e-books, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,4483,15337,50311,98130,58278,2056,147584,129604,25989,Spritz,Sad,mwwz2e
12/2/2014 0:56:24,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,32,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,I'm not sure if the technology worked properly as intended.  I couldn't see any text in the second paragraph until I highlighted it and saw it in blue.  At that point I was able to read the text.  I utilized Microsoft Internet Explorer to take the task so I'm not sure if it made a difference or not.  Good luck with your research! ,12276,8337,105071,29459,13419,87931,159722,51098,157657,Normal,Fun,yumiwv
12/2/2014 0:56:27,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,The events that cause it are more traumatic.,University of Marburg,Yes,Male,Black or African American,23,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,none,3225,16541,28378,75483,41413,2500,20813,36641,45723,Spritz,Fun,jvdatn
12/2/2014 0:56:30,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,44,Graduate degree / PhD or Professional Degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,It went by awfully fast,12829,6836,65577,38461,11747,23783,77704,48654,35453,Normal,Sad,5tthrh
12/2/2014 0:56:38,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,100,7,Shame longer than Guilt,Sadness has less importance than Happiness.,University of Leuven,Yes,Male,White,44,"Some college, no degree","Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"It is new, so there will be technical problems. It should be thoroughly tested in every environment that will likely be used to access the application.",5682,8413,120462,54704,25232,18006,16631,70896,107963,Normal,Fun,12anot
12/2/2014 0:57:08,4,An active break where students act out activities.,Rosie Hales,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,22,High school diploma,"Books or e-books, Science and technology journals",Yes,I have never used a reading technology like this before.,I felt like i could remember more details,3204,2335,35842,37208,2639,26596,97668,22968,32481,Normal,Fun,6qil3t
12/2/2014 0:57:49,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,5,7,Shame longer than Guilt,Happiness is fleeting.,University of Amsterdam,Yes,Male,White,33,"Some college, no degree","Books or e-books, Text messages and social media",Yes,I have never used a reading technology like this before.,The Spritz didn't work.,7334,7431,74508,35097,10939,7823,1220,36795,46189,Normal,Fun,aik83q
12/2/2014 0:58:04,20 minutes,A Fitness Under Nine minutes interval.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,The events that cause it are more traumatic.,University of Amsterdam,Yes,Male,Hispanic or Latino,22,Bachelor’s degree,"Science and technology journals, Text messages and social media",No,I have never used a reading technology like this before.,it required more focus.,7266,7735,23909,97527,55181,2190,61493,30264,34841,Spritz,Sad,qismzh
12/2/2014 0:58:05,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,No,Female,Asian / Pacific Islander,42,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,nice,22485,58743,34599,84920,45310,11503,105351,51107,61167,Spritz,Fun,aahh6u
12/2/2014 0:58:26,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Shame longer than Guilt,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,Asian / Pacific Islander,31,Bachelor’s degree,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,I found the blue font to be hypnotic and potentially affected concentration. Any minor distraction while using the reading technology can completely derail train of thought while trying to comprehend the passage.,4885,11575,24960,99657,36505,4898,75529,22241,160311,Spritz,Sad,2g8jhy
12/2/2014 0:58:46,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,27,"Some college, no degree","Books or e-books, Text messages and social media",Yes,I have never used a reading technology like this before.,,43747,8375,28326,32950,3900,24900,82464,20819,27353,Normal,Sad,x8rfkm
12/2/2014 0:59:01,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,60,High school diploma,"Books or e-books, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,I didn't like it.  It was hard to keep up and it seemed like there were random words thrown in there that weren't in any sensical order. ,13908,10259,144812,155535,20525,39826,135792,58958,157167,Normal,Sad,xu19va
12/2/2014 0:59:03,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,27,High school diploma,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,"You know people need to blink, right?",2370,2876,55423,40627,24038,26211,80320,22601,30262,Normal,Sad,i22fzi
12/2/2014 0:59:34,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Female,Asian / Pacific Islander,39,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,"The reading speed was too fast and the words ""pop"" out making it difficult to focus on the reading.  You focus instead of how the words ""pop"" out.",7120,13537,29537,113506,38224,6818,80871,26517,77007,Spritz,Sad,hbdq76
12/2/2014 0:59:42,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Guilt longer than Shame,Happiness is fleeting.,University of Marburg,Yes,Male,Hispanic or Latino,34,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,,59314,6872,43925,97962,174323,57824,13474,77902,18773,Spritz,Sad,51ea8b
12/2/2014 0:59:45,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Quebec primary schools,240,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Female,White,43,High school diploma,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,"Being that I have never used it, it seemed to move the words too fast. But I assume that after getting use to it, it would be easier. I still prefer regular, seeing all the words on a page at one time.",13017,9895,135584,39552,30689,28552,76456,39470,130378,Normal,Sad,xddthg
12/2/2014 1:00:04,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,27,High school diploma,"Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,I wasn't concerned about how long the article looked,3667,9652,28316,76914,35025,4856,67971,47087,54243,Spritz,Fun,3ndoqg
12/2/2014 1:00:18,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,17,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Marburg,Yes,Male,White,26,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have never used a reading technology like this before.,I really liked it.  I found myself reading faster and comprehending just as good.,9822,18788,112865,97026,18680,22413,77756,47467,88270,Normal,Sad,jmokg7
12/2/2014 1:00:52,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Female,White,41,Associate or technical degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",Yes,I have never used a reading technology like this before.,It was more difficult to comprehend the sentences viewing them one word at a time.,7537,8454,160908,76166,44001,19187,55303,142704,70214,Spritz,Fun,18aif5
12/2/2014 1:00:58,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,100,7,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Leuven,Yes,Male,White,29,"Some college, no degree","Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",Yes,I have tried using a reading technology like this before once or twice before.,It was perfect for reading fast!,14533,12606,58553,35690,13515,26365,76936,30477,67793,Normal,Sad,r1sq00
12/2/2014 1:01:31,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,40,17,Guilt longer than Shame,The events that cause it are more traumatic.,University of Amsterdam,Yes,Male,White,26,Bachelor’s degree,"Books or e-books, Science and technology journals, Magazine articles or blogs, Text messages and social media, Professional documents like emails or reports",No,I have never used a reading technology like this before.,"I had a hard time following it, I kept being distracted by the one colored letter.",29748,7880,12879,81249,16817,28585,59753,44635,35566,Normal,Fun,tlto4b
12/2/2014 1:02:18,4,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Less off-task behavior,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Leuven,Yes,Male,White,28,"Some college, no degree","Text messages and social media, Professional documents like emails or reports",Yes,I have tried using a reading technology like this before once or twice before.,"I think it helped me read faster, but I'm not sure.",4102,3452,53674,82098,7625,22207,75101,30005,40399,Normal,Sad,hdejdk
12/2/2014 1:02:20,10 minutes,An active break where students act out activities.,Bayard Marius,Less off-task behavior,Ontario primary schools,40,27,Guilt longer than Shame,You need more time to mull over and cope with what happened to fully comprehend it.,University of Amsterdam,Yes,Female,White,30,Associate or technical degree,"Books or e-books, Magazine articles or blogs, Text messages and social media",No,I have never used a reading technology like this before.,,2798,3853,12638,32518,5080,23619,97373,37263,26103,Normal,Fun,7dqmbu
12/2/2014 1:02:21,20 minutes,An active break where students act out activities.,Dr. Brendon Gurd and Jasmine Ma,Happier students,Ontario primary schools,240,27,Guilt longer than Shame,The events that cause it are more traumatic.,University of Ghent,No,Female,Asian / Pacific Islander,32,Bachelor’s degree,Books or e-books,No,I have never used a reading technology like this before.,,38783,40323,140307,88844,38635,4323,307951,129087,21731,Spritz,Fun,u9a8ve
